label,v1,v2,v3,v4,v5,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25,v26,v27,v28,v29,v30,v31,v32,v33,v34,v35,v36,v37,v38,v39,v40,v41,v42,v44,v45,v46,v47,v48,v50,v51,v52,v53,v55,v56,v57,v58,v59,v60,v61,v62,v63
1,-0.2451752403362118,-0.05122082696615634,-0.3032915304761151,-0.25380301782358916,-0.2609689545532188,-8.970971929783577,-0.2628242407134732,3.745055209507114,5.60344652552464,5.331752236867296,5.827922927026347,1.3087476410347352,0.3882301536147222,-0.13073441885540382,1.544118709831046,-0.11001673336516671,-0.1298820709228465,-0.16784110128860194,-0.07486108962906851,-0.08859722376188069,-0.06533913273586166,-0.055784506681454564,-0.09831460122353335,-0.10154522443974535,-0.12986298500526783,-0.10812975686676268,-0.11379701039746293,-0.11979595533677814,-0.0375911578230746,-0.0995320910359918,-0.07266444538702044,-0.0642926321992125,-0.10457206553423556,-0.1658842730823251,-0.22949191339148314,-0.05828110690052031,-0.009126179392780868,0.07379637520591305,-0.08620830867394846,-0.09386012326558785,-0.0351383253681511,0.03480728295145614,-0.5755908358994672,-0.08966615347495362,-0.18981000946817653,-0.7113668392388875,-0.10418673692758439,-0.0026571921877705886,-0.18360380007787788,-0.2629047573600807,0.035561315510341966,-2.2745408414229678,-1.5068780939157616,-1.1203004845184947,-0.7437469836310465,-2.8843327419261255,-1.77114866757279,-1.0186009115096692,-0.9042930549849689
1,-0.2451752403362118,-0.05122082696615634,-0.3032915304761151,8.093870990327682,8.046402910645707,-1.2746183299469664,-0.2628242407134732,-0.20719365246073898,-0.21206040420530403,-0.261756853992168,-0.20537593081751324,3.1411053904681787,3.5672860020727457,2.8528311566828566,3.5750440754916495,-0.11001673336516671,-0.1298820709228465,-0.16782030573442108,-0.07486108962906851,-0.08859722376188069,-0.08756396666257872,-0.08932303168579972,-0.09831460122353335,-0.10151475594495261,-0.1975750744614186,-0.10812975686676268,-0.11379701039746293,-0.11978596737886613,-0.0375911578230746,-0.0995320910359918,-0.09806280238478012,-0.09280788128732305,-0.10455594477641934,-0.1658842730823251,-0.22949191339148314,-0.05828110690052031,-0.009126179392780868,0.07379637520591305,-0.08620830867394846,-0.09386012326558785,-0.0351383253681511,0.03480728295145614,-0.5755908358994672,-0.08966615347495362,-0.18981000946817653,-0.7113668392388875,0.7202533078198637,-0.0026571921877705886,1.4459938122646057,-0.2629047573600807,-0.9450629117866768,-2.2745408414229678,-1.5068780939157616,-1.1203004845184947,-0.7437469836310465,-2.8843327419261255,-1.77114866757279,0.77989186964705,0.2823724511092342
1,-0.2451752403362118,-0.05122082696615634,-0.3032915304761151,-0.25380301782358916,-0.2609689545532188,0.4356824700167247,-0.2628242407134732,-0.20719365246073898,-0.21206040420530403,1.8691037520495328,-0.20537593081751324,0.08717580807910627,-0.3182267015981719,-0.5285431622605051,0.19016846605731097,-0.10863357058793861,-0.12096250918050752,-0.16280828203562991,-0.08442500314511794,-0.119231716871097,-0.05075964167993526,0.4317650313067111,-0.09068370029325443,-0.10154522443974535,-0.12986298500526783,-0.08653730593246808,-0.09198687311727127,-0.1078873497734904,-0.03872946468893956,-0.07341453202944152,-0.052929921999761174,-0.002100873938043401,-0.10061662803417368,-0.1658842730823251,-0.006561940913891304,-0.05608289411291046,-0.009126179392780868,0.07379637520591305,-0.08620830867394846,-0.09386012326558785,-0.0351383253681511,0.03480728295145614,-0.49836801366633954,-0.08966615347495362,-0.18981000946817653,1.1330728146509799,-1.7530668264224805,-0.0026571921877705886,0.4682352448591155,-0.2629047573600807,0.15505574487880616,0.5521728154788986,1.5952415005458809,0.8802360949788174,-0.7437469836310465,0.49229731380753217,1.5680956304600837,0.77989186964705,-0.9042930549849689
1,-0.2451752403362118,-0.05122082696615634,-0.3032915304761151,-0.25380301782358916,-0.2609689545532188,-1.2746183299469664,-0.2628242407134732,-0.20719365246073898,-0.21206040420530403,1.3363886005391077,-0.20537593081751324,1.9195335575125496,1.4479154364340634,0.8637874396573496,2.221093831717914,-0.09037555935105226,-0.06082357360232802,-0.06304724590788352,-0.08442500314511794,-0.11491993804528224,-0.08523035910027343,-0.07131284375846637,-0.04824884624584619,-0.10154522443974535,-0.12986298500526783,-0.09346198013708577,-0.08615669438788444,-0.0928527501095039,-0.04105105711141794,-0.1560051525860043,-0.09242436713127747,-0.07162105121485692,-0.07862074547184483,-0.1658842730823251,-0.2916636188633215,-0.06631141608626316,-0.009126179392780868,0.07379637520591305,-0.08620830867394846,-0.09386012326558785,-0.0351383253681511,0.03480728295145614,-0.5755908358994672,-0.08966615347495362,-0.18981000946817653,1.1330728146509799,0.9950666560690131,-0.42021596455171895,-0.726803004192039,-0.2629047573600807,-0.4017667527236444,-0.15450559874656775,-0.1281582741550316,0.3801019501044894,-0.7437469836310465,-0.7739389570925893,0.4550141977824594,0.060494757184362535,-0.9042930549849689
1,-0.2451752403362118,-0.05122082696615634,-0.3032915304761151,-0.25380301782358916,-0.2609689545532188,0.0691894414530766,-0.2628242407134732,-0.20719365246073898,-0.21206040420530403,0.2709582975182571,-0.20537593081751324,1.9195335575125496,1.8011438640405106,0.6648830679547988,0.8671435879441786,-0.09146535385124645,-0.0013875540821467627,0.0746206830370838,-0.0773381432297253,-0.11954466856006744,-0.08538593293776045,-0.07620946840910076,0.25010025645830475,-0.10154522443974535,-0.12986298500526783,-0.09820771703866786,-0.05030289665270444,-0.012440100624365714,-0.04019646198719714,-0.1885289053111424,-0.0961833239669459,-0.083511910084599,0.07602694973866955,-0.1658842730823251,-0.05333874788794113,-0.05606939779495122,-0.00799309293972844,0.09278320797749556,-0.045913839841653266,-0.04279176126871589,-0.0351383253681511,0.034908315186006574,-0.5755908358994672,-0.08966615347495362,-0.18981000946817653,0.9025178579147466,-0.34052621642185277,-0.0026571921877705886,-0.6507551156160567,-0.2629047573600807,2.412382682880711,0.5521728154788986,-0.1281582741550316,1.1303031674159814,-0.7437469836310465,0.07021855684082501,-1.0290943791210405,1.1395904258783938,-0.9042930549849689
1,-0.2451752403362118,-0.05122082696615634,-0.3032915304761151,2.528754984893501,2.50815500051309,0.4356824700167247,-0.2628242407134732,-0.20719365246073898,-0.21206040420530403,0.5373158732734697,-0.20537593081751324,-0.5236101083987083,-0.3182267015981719,0.2670743245496975,-0.4868066558295566,-0.10734217929159236,-0.1258352373810501,-0.16487833343084166,-0.08409026617205623,-0.094438988622662,-0.05713816901690306,-0.0013179420743980096,-0.09831460122353335,-0.10154522443974535,-0.12986298500526783,-0.10581738535378835,-0.11078300414981435,-0.11796618446654245,-0.040362537153037614,-0.12289005890222734,-0.0575778213303512,-0.0310153365133875,-0.10457206553423556,-0.1658842730823251,-0.017812059046890635,-0.05592262533714457,-0.016883463571370577,-0.20224296278094034,-0.08142760898198123,-0.08921754490223585,-0.0351383253681511,0.03482191384256521,-0.5755908358994672,-0.08966615347495362,-0.18981000946817653,1.1330728146509799,0.7202533078198637,-0.0026571921877705886,1.4459938122646057,-0.2629047573600807,0.13091670469161976,-0.15450559874656775,1.2505615456056984,-1.1203004845184947,-0.7437469836310465,-1.1960177140592967,1.197068486234209,-1.0186009115096692,-0.9042930549849689
1,-0.2451752403362118,-0.05122082696615634,-0.3032915304761151,-0.25380301782358916,-0.2609689545532188,-0.785960958528769,-0.2628242407134732,7.697304071474966,7.541948835434622,6.130824964132934,7.839022546307634,-0.5236101083987083,-0.6714551292046189,-0.7274475339630558,-0.4868066558295566,-0.11001673336516671,-0.1298820709228465,-0.16784110128860194,-0.07486108962906851,-0.08859722376188069,-0.06533913273586166,-0.055784506681454564,-0.09831460122353335,-0.10154522443974535,-0.12986298500526783,-0.10812975686676268,-0.11379701039746293,-0.11979595533677814,-0.0375911578230746,-0.0995320910359918,-0.07266444538702044,-0.0642926321992125,-0.10457206553423556,-0.1658842730823251,-0.06666125620333505,-0.05699052149566878,-0.009126179392780868,0.07379637520591305,-0.08620830867394846,-0.09386012326558785,-0.0351383253681511,0.03480728295145614,0.5827514975974485,-0.08966615347495362,-0.18981000946817653,1.1330728146509799,-1.7530668264224805,-0.0026571921877705886,1.1743942102075247,-0.2629047573600807,-0.643104179379297,-2.2745408414229678,-1.5068780939157616,-1.1203004845184947,-0.7437469836310465,-2.8843327419261255,-1.77114866757279,-1.0186009115096692,-0.9042930549849689
1,-0.2451752403362118,-0.05122082696615634,-0.3032915304761151,-0.25380301782358916,-0.2609689545532188,0.4356824700167247,-0.2628242407134732,-0.20719365246073898,-0.21206040420530403,1.3363886005391077,-0.20537593081751324,1.3087476410347352,2.5076007192534044,2.0572136698726537,1.544118709831046,-0.10993722856336645,-0.12982742075113354,-0.1675001655920396,-0.08442500314511794,-0.08859722376188069,-0.08549705710739404,-0.08620394886039562,-0.0980427148261846,-0.10154522443974535,-0.12986298500526783,-0.10807038451614355,-0.11376351430706222,-0.11963220524450041,-0.04105105711141794,-0.0995320910359918,-0.09570075518398846,-0.09015596312212877,-0.1044311346452546,-0.1658842730823251,-0.22949191339148314,-0.05828110690052031,-0.00956198187472411,0.034362184064933965,-0.0801982862040468,-0.08803220574563535,-0.0351383253681511,0.03480728295145614,-0.5755908358994672,-0.08966615347495362,-0.18981000946817653,0.44140794444227965,0.9950666560690131,-0.42021596455171895,-0.726803004192039,-0.2629047573600807,0.38579812829209464,-0.8611840129720344,-0.8175181840353966,0.3801019501044894,-0.7437469836310465,-2.0401752279927114,-1.4001215233469153,-0.29920379904698124,-0.9042930549849689
1,-0.2451752403362118,-0.05122082696615634,-0.3032915304761151,5.311312987610592,5.277278955579398,0.4356824700167247,3.427899139518278,-0.20719365246073898,-0.21206040420530403,1.3363886005391077,-0.20537593081751324,3.1411053904681787,1.4479154364340634,1.6594049264675523,3.5750440754916495,-0.11001673336516671,-0.1289692846461935,-0.167357210140551,-0.07486108962906851,-0.12336963364748378,-0.06533913273586166,-0.055784506681454564,-0.09831460122353335,-0.10154522443974535,-0.12986298500526783,-0.10812975686676268,-0.1132375397118746,-0.1195635440055863,-0.0375911578230746,-0.1980889174758042,-0.07266444538702044,-0.0642926321992125,-0.10457206553423556,-0.1658842730823251,0.06656382695060428,-0.05659406715561635,-0.009126179392780868,0.07379637520591305,-0.08620830867394846,-0.09386012326558785,-0.0351383253681511,0.03480728295145614,-0.5755908358994672,-0.08966615347495362,-0.18981000946817653,-0.9419217959751212,0.9950666560690131,-0.42021596455171895,-0.726803004192039,-0.2629047573600807,-0.9450629117866768,-0.5078448058593008,-1.5068780939157616,-1.1203004845184947,-0.7437469836310465,-1.1960177140592967,-1.77114866757279,-1.0186009115096692,-0.9042930549849689
1,-0.2451752403362118,-0.05122082696615634,2.7279921024730425,-0.25380301782358916,-0.2609689545532188,-1.3967826728015158,2.1976580127743612,-0.20719365246073898,-0.21206040420530403,0.2709582975182571,-0.20537593081751324,3.1411053904681787,3.2140575744662985,2.455022413277755,3.5750440754916495,-0.11001673336516671,-0.12687940496929243,-0.16150402686362372,-0.07486108962906851,-0.12336963364748378,-0.08756396666257872,-0.07808762580934409,-0.09831460122353335,-0.10154522443974535,-0.12986298500526783,-0.10812975686676268,-0.11195659536402225,-0.11674925884370745,-0.0375911578230746,-0.1980889174758042,-0.09806280238478012,-0.08325527284280602,-0.10457206553423556,-0.1658842730823251,-0.1483726405377512,-0.0513760532246284,-0.009126179392780868,0.07379637520591305,-0.08620830867394846,-0.09386012326558785,-0.0351383253681511,0.03480728295145614,-0.5755908358994672,-0.08966615347495362,-0.18981000946817653,1.1330728146509799,0.8301786471195233,-0.0026571921877705886,1.66327349391027,-0.2629047573600807,4.062860860770803,-1.2145232200847675,-0.47283822909521395,-1.1203004845184947,-0.7437469836310465,-2.0401752279927114,-0.6580672348951654,-1.3782994677410132,-0.9042930549849689
1,-0.2451752403362118,-0.05122082696615634,-0.3032915304761151,-0.25380301782358916,-0.2609689545532188,-0.5416322728196702,-0.2628242407134732,2.4276389221844963,1.0802744690680168,1.8691037520495328,1.1353571487033447,1.3087476410347352,0.3882301536147222,0.46597869625224814,0.8671435879441786,-0.11001673336516671,-0.12903205691457334,-0.167179737448965,-0.07486108962906851,-0.12336963364748378,-0.06533913273586166,-0.055784506681454564,-0.09831460122353335,-0.10154522443974535,-0.12986298500526783,-0.10812975686676268,-0.11327601330638236,-0.11947830428132311,-0.0375911578230746,-0.1980889174758042,-0.07266444538702044,-0.0642926321992125,-0.10457206553423556,-0.1658842730823251,0.08906406321660289,-0.05671384697750453,-0.009126179392780868,0.07379637520591305,-0.08620830867394846,-0.09386012326558785,-0.0351383253681511,0.03480728295145614,-0.5755908358994672,-0.08966615347495362,0.601065029982559,0.9025178579147466,-0.3790000851767337,-0.0026571921877705886,-0.726803004192039,-0.2629047573600807,-0.35645528445713354,-0.8611840129720344,-1.5068780939157616,-1.1203004845184947,-0.7437469836310465,-1.618096471026004,-1.77114866757279,-1.3782994677410132,-0.9042930549849689
