 已授权发明专利数量,已授权实用新型专利数量,已授权软著数量,成立年限,注册资本,参保人数,区域,营业收入,营业利润,股东企业成立年限,股东企业参保人数,股东企业注册资本,企业总的股东的数量,企业股东中个人股东的数量,企业股东发明专利数量,企业股东实用新型专利数量,企业股东软著数量,收入规模
0,0,0,3,30,0,0,,,,,,1,1,0,0,0,6
0,0,0,12,100,0,0,,,,,,0,0,0,0,0,0
0,0,0,2,100,0,1,,,,,,2,2,0,0,0,0
0,0,5,18,80,18,1,,,,,,3,3,0,2,5,0
0,0,0,3,100,7,0,,,,,,1,1,0,0,0,0
0,0,0,4,10,2,1,,,,,,2,2,0,0,0,0
0,0,0,2,30,0,1,,,,,,2,2,0,0,0,0
0,0,0,6,3,0,0,,,,,,2,2,0,0,0,0
0,0,3,2,50,2,1,,,,,,1,1,0,2,3,0
0,0,0,2,500,0,1,,,,,,1,1,0,0,0,0
0,0,0,12,2000,44,0,,,,,,3,3,0,11,0,2
0,0,0,3,100,0,1,,,,,,2,2,0,0,0,0
0,0,0,3,500,0,0,,,,,,2,2,0,0,0,0
3,8,0,24,1000,61,1,,,,,,2,2,6,8,0,5
0,0,0,2,100,0,0,,,4,0,500000,3,0,0,0,0,1
0,0,0,2,50,0,0,,,,,,1,1,0,0,0,0
0,0,1,29,2100,43,1,,,,,,3,3,0,0,1,5
0,0,0,2,100,0,1,,,,,,1,1,0,0,0,0
0,0,0,2,8000,1,1,,,4,1,10000000,5,4,0,0,0,0
0,0,0,9,2000,112,0,,,,,,3,3,0,8,0,5
0,0,6,4,1000,3,1,,,,,,2,2,0,0,6,6
0,0,0,3,100,6,1,,,,,,1,1,0,0,0,0
0,0,1,3,100,0,1,,,,,,4,4,0,0,1,0
0,0,0,8,200,0,0,,,,,,2,2,0,0,0,0
0,0,0,3,500,7,0,,,,,,3,3,0,0,0,0
0,0,0,2,10,0,0,,,,,,1,1,0,0,0,0
0,0,0,2,500,0,0,,,,,,1,1,0,0,0,0
0,0,15,5,500,12,1,,,,,,2,2,0,0,15,0
0,0,8,4,100,0,1,,,,,,1,1,0,0,8,0
0,0,0,11,3,0,1,,,,,,2,2,0,0,0,0
0,0,0,9,50,0,0,,,,,,2,2,0,0,0,6
0,0,0,7,100,0,0,,,,,,1,1,0,0,0,0
0,0,0,3,200,0,1,,,,,,4,4,0,0,0,0
0,0,0,6,500,0,0,,,,,,1,1,0,0,0,0
0,0,0,5,100,0,1,,,,,,1,1,0,0,0,0
0,0,0,3,100,0,0,,,,,,1,1,0,0,0,0
0,86,7,6,1000,20,1,,,17,219,25000000,1,0,2,41,7,6
0,0,0,8,50,15,0,,,,,,2,2,0,0,0,4
0,0,0,3,100,0,0,,,,,,1,1,0,0,0,0
0,0,0,3,50,0,0,,,,,,2,2,0,0,0,6
0,0,0,2,260,0,1,,,,,,2,2,0,0,0,0
0,0,0,4,588,4,0,,,,,,1,1,0,0,0,3
0,0,0,13,100,28,1,,,,,,5,5,0,0,0,0
0,0,0,5,100,0,0,,,,,,4,4,0,0,0,0
0,0,0,17,1000,0,1,,,,,,2,2,0,0,0,5
0,0,0,7,500,0,0,,,,,,1,1,0,0,0,6
0,0,0,4,500,10,0,,,,,,1,1,0,2,0,0
0,0,0,2,400,0,1,,,,,,2,2,0,0,0,0
0,0,0,2,2000,0,0,,,,,,3,3,0,0,0,0
0,0,0,2,100,0,1,,,,,,2,2,0,0,0,0
0,0,2,2,5000,0,1,,,,,,2,2,2,1,2,0
0,0,0,6,10,0,0,,,,,,1,1,0,0,0,0
0,0,0,2,10,0,0,,,,,,1,1,0,0,0,0
0,0,0,3,10,0,1,,,,,,4,4,0,0,0,0
0,0,0,15,100,19,1,,,,,,3,2,0,15,0,0
0,0,0,7,1050,2,0,,,,,,1,1,0,0,0,5
0,0,0,2,10,0,1,,,,,,1,1,0,0,0,0
0,0,0,2,15,0,1,,,2,0,150000,2,1,0,0,0,0
0,0,0,2,100,0,1,,,,,,0,0,0,0,0,0
0,0,0,3,100,4,0,,,,,,1,1,0,0,0,0
0,0,0,3,100,0,0,,,,,,2,2,0,0,0,0
0,0,0,8,200,0,1,,,,,,3,3,0,0,0,0
0,0,0,3,50,0,0,,,,,,1,1,0,0,0,0
0,0,14,4,100,15,1,,,,,,2,2,0,0,14,0
0,0,15,8,1000,47,1,,,,,,5,5,0,0,15,3
0,0,0,3,20,0,0,524956,-2817,,,,2,2,0,0,0,0
0,0,0,3,500,12,1,,,,,,3,3,0,0,0,0
0,0,0,2,50,0,1,,,,,,1,1,0,0,0,0
0,0,0,11,3000,15,0,,,,,,3,3,12,1,0,6
286,34,0,22,18000,232,0,,,,,,31,27,421,36,0,0
0,0,57,9,1000,237,0,,,,,,3,2,4,2,57,0
0,0,0,2022,1250,0,0,,,,,,0,0,0,0,0,0
0,0,0,5,10,0,0,,,,,,3,3,4,0,0,0
0,0,0,7,200,0,0,,,,,,1,1,0,0,0,0
0,0,0,14,50,2,0,,,,,,2,2,0,0,0,0
0,0,1,4,5,0,0,,,,,,1,1,0,0,1,0
0,0,3,4,500,3,1,,,9,0,12970000,4,2,1,8,3,0
0,0,0,7,20,0,0,,,,,,2,2,0,3,0,0
0,0,1,22,50,0,1,,,,,,2,2,2,3,1,0
4,32,0,25,1400,52,1,,,14,106,27000000,1,0,14,32,0,5
0,0,3,4,10,1,1,,,,,,2,2,0,0,3,0
0,0,0,4,100,0,1,,,,,,2,2,0,0,0,0
0,0,0,13,10,0,0,,,,,,2,2,8,0,0,0
0,0,0,8,200,1,1,,,,,,1,1,0,0,0,0
0,0,0,4,100,5,1,,,,,,4,4,0,0,0,0
0,0,0,12,1000,5,1,,,,,,3,3,0,0,0,0
0,0,0,8,200,1,1,,,,,,1,1,0,0,0,0
0,0,0,5,500,0,1,,,,,,1,1,0,0,0,0
0,0,0,8,100,5,1,,,,,,2,2,0,0,0,0
0,0,0,4,200,0,1,,,,,,1,1,0,0,0,0
0,0,0,4,500,3,1,,,,,,1,1,0,0,0,0
0,0,0,6,10,2,1,,,,,,3,3,0,0,0,0
5,18,0,19,100,74,0,,,,,,1,1,9,18,0,5
0,0,0,4,10,0,1,,,,,,2,2,0,0,0,0
0,0,0,8,10,0,1,,,,,,1,1,0,0,0,0
0,0,3,9,1000,3,1,,,,,,1,1,0,0,3,0
0,0,0,4,200,0,1,,,,,,2,2,0,0,0,0
0,0,0,4,200,4,1,,,,,,2,2,4,14,0,0
0,0,0,4,100,0,1,,,,,,1,1,0,0,0,0
0,0,12,6,500,3,1,,,,,,4,4,0,0,12,6
0,0,0,4,500,0,1,,,,,,5,5,0,0,0,0
0,0,0,6,200,0,1,,,,,,2,2,0,0,0,0
0,0,0,9,3,0,1,,,,,,2,2,0,0,0,0
0,0,0,4,1000,1,1,,,,,,2,2,0,0,0,0
7,4,0,22,139,35,0,,,,,,2,2,43,4,0,2
0,0,0,4,10,1,1,,,,,,1,1,0,0,0,0
0,0,0,4,50,1,1,,,,,,1,1,0,0,0,0
0,0,16,5,50,0,1,,,,,,2,2,0,0,16,0
0,0,0,5,100,0,1,,,,,,1,1,0,0,0,0
0,0,0,5,500,0,0,,,,,,1,1,0,0,0,0
0,0,3,14,100,3,1,,,,,,2,2,0,0,3,0
0,0,2,8,201,8,1,,,,,,1,1,0,0,2,0
0,0,0,5,500,5,1,,,,,,2,2,0,0,0,0
0,0,0,5,250,0,1,,,,,,1,1,0,0,0,0
0,0,0,13,500,82,0,,,,,,5,5,59,14,0,0
0,0,0,7,200,0,1,,,,,,2,2,0,0,0,0
0,0,0,8,50,0,1,,,,,,1,1,0,0,0,0
0,0,0,4,300,0,1,,,,,,2,2,0,0,0,0
0,0,0,11,150,1,1,,,,,,3,3,0,8,0,0
0,0,6,7,200,2,1,,,,,,1,1,0,0,6,0
6,0,3,10,100,3,1,,,,,,5,5,7,0,3,0
0,0,0,4,500,3,1,,,,,,3,3,0,0,0,0
0,0,0,18,558,13,0,,,,,,2,2,23,23,0,0
0,0,0,4,50,0,1,,,,,,1,1,0,0,0,0
0,0,0,9,10,0,1,,,,,,2,2,0,0,0,0
0,0,5,5,100,0,1,,,,,,2,2,0,0,5,0
0,0,0,5,50,0,1,,,,,,3,3,0,0,0,0
0,0,4,7,370,2,1,,,,,,2,2,0,6,4,0
0,0,0,10,30,1,0,,,,,,2,2,0,0,0,0
0,0,0,8,100,2,0,,,,,,2,2,0,0,0,0
0,0,9,9,100,43,1,,,,,,4,4,0,0,9,0
0,0,17,5,2206.897,144,1,,,5,48,10000000,2,0,20,0,17,0
0,0,1,7,100,1,1,,,,,,2,2,0,0,1,0
0,0,15,5,1000,13,1,,,,,,1,1,0,0,15,0
0,0,15,4,500,0,1,,,,,,1,1,0,0,15,1
0,0,0,5,100,0,1,,,,,,0,0,0,0,0,0
0,0,0,7,967.8,0,0,,,,,,1,1,0,0,0,0
0,0,0,4,1000,0,1,,,,,,1,1,0,0,0,0
0,0,12,10,50,0,0,,,,,,3,3,0,0,12,0
4,24,0,20,1000,144,1,,,,,,2,2,17,24,0,0
0,0,0,8,100,0,0,,,,,,1,1,0,0,0,0
0,0,0,5,100,2,1,,,,,,1,1,0,0,0,0
0,0,9,4,50,3,1,,,,,,2,2,0,1,9,0
0,0,2,5,600,2,1,,,,,,1,1,2,2,2,0
0,0,0,8,100,6,1,,,,,,3,3,0,6,0,0
0,0,0,8,4000,5,0,,,,,,3,3,2,0,0,0
0,0,0,13,2008,30,0,,,,,,2,2,2,0,0,0
0,0,4,9,1260,16,1,,,,,,2,2,0,9,4,0
0,0,0,5,500,0,0,,,5,37,20000000,3,1,0,0,0,0
0,0,0,18,220,134,1,,,29,483,146670000,1,0,31,4,0,0
0,0,7,5,100,16,1,,,,,,2,2,0,3,7,0
0,0,0,4,50,4,0,,,,,,3,3,0,0,0,0
0,0,0,12,15,1,1,,,,,,2,2,0,0,0,0
0,0,0,8,1080,8,0,,,,,,3,3,1,0,0,0
0,0,1,4,200,2,1,,,,,,3,3,0,0,1,0
0,0,0,5,100,2,0,,,,,,2,2,0,0,0,0
0,0,0,6,200,0,1,,,,,,2,2,0,0,0,0
12,19,0,29,900,408,0,,,,,,3,2,89,19,0,5
0,0,0,4,500,0,1,,,,,,1,1,0,0,0,0
0,0,0,6,300,8,1,,,,,,2,2,0,0,0,0
0,0,0,10,10,0,0,,,,,,1,1,0,0,0,0
0,0,1,18,100,0,0,,,,,,2,2,0,0,1,0
0,0,0,4,50,3,1,,,,,,1,1,0,0,0,0
0,0,0,8,10,0,1,,,,,,1,1,0,0,0,0
0,2,28,11,3000,21,1,,,15,57,3684640000,1,0,12,18,28,0
4,13,1,20,1100,53,0,,,,,,3,3,5,13,1,0
0,0,0,6,100,0,1,,,,,,2,2,0,0,0,0
0,0,0,6,15,0,1,,,,,,1,1,0,0,0,0
0,0,0,17,50,0,1,,,,,,2,2,0,0,0,0
0,0,0,4,100,0,1,,,,,,1,1,0,0,0,0
0,0,0,5,10,0,1,,,,,,2,2,0,0,0,0
0,0,0,6,10,0,0,,,,,,3,3,0,0,0,0
0,0,2,8,1000,108,1,,,,,,4,4,68,155,2,5
0,0,0,4,600,2,1,,,,,,1,1,0,0,0,0
0,0,16,6,300,5,1,,,,,,3,3,0,0,16,0
0,0,0,6,200,0,1,,,,,,1,1,0,0,0,0
0,0,1,15,50,0,1,,,,,,2,2,0,0,1,0
0,0,0,7,100,0,1,,,,,,2,2,0,0,0,0
0,0,3,11,50,10,1,,,,,,2,2,0,0,3,0
0,0,0,21,30.8,1,0,,,,,,2,2,0,0,0,0
0,0,0,7,10,2,1,,,,,,3,3,0,0,0,0
0,0,0,8,10060,1,0,,,,,,2,2,0,0,0,0
0,0,0,11,2000,56,0,,,,,,5,4,37,145,0,0
0,0,0,5,10,0,1,,,,,,2,2,0,0,0,0
0,0,0,4,6,0,0,,,,,,1,1,0,0,0,0
0,0,1,21,1000,52,1,,,,,,10,10,33,45,1,3
0,0,0,9,13.9,0,0,,,,,,1,1,0,0,0,0
0,0,0,22,867,143,0,,,42,876,500000000,40,39,4,9,0,0
0,0,0,14,200,0,0,,,,,,2,2,0,0,0,0
0,0,0,4,1680,0,1,,,,,,3,3,0,0,0,0
0,0,0,7,15,0,1,,,,,,1,1,0,0,0,0
0,0,0,16,5000,85,0,,,,,,2,2,1,5,0,0
0,0,0,2022,1000,0,0,,,,,,0,0,0,0,0,0
0,0,0,5,50,0,0,,,,,,2,2,0,0,0,0
0,0,0,6,200,0,0,,,,,,2,2,6,0,0,0
0,21,0,20,1000,14,1,,,,,,2,2,0,21,0,5
0,0,0,9,100,0,1,,,,,,0,0,0,0,0,0
0,0,0,10,150,4,0,,,,,,1,1,0,0,0,0
0,0,0,8,131,0,1,,,,,,2,1,0,0,0,0
0,0,0,6,100,0,0,,,,,,0,0,0,0,0,0
0,0,6,10,50,0,0,,,,,,2,2,0,0,6,6
0,0,0,5,180,0,0,,,,,,1,1,2,0,0,0
0,0,0,8,100,0,1,,,,,,0,0,0,0,0,0
0,0,0,8,210,0,1,,,,,,0,0,0,0,0,0
0,0,0,7,10,0,0,,,,,,7,7,3,3,0,0
0,0,0,6,500,0,0,,,,,,1,1,0,7,0,0
0,0,0,9,200,0,0,,,,,,1,1,0,6,0,0
0,0,0,5,200,0,0,,,,,,2,2,0,8,0,0
0,0,0,7,500,0,0,,,,,,1,1,0,3,0,0
0,0,8,4,50,1,1,,,,,,1,1,0,2,8,6
0,0,0,12,150,0,0,,,,,,0,0,0,3,0,0
0,0,0,5,80,0,0,,,,,,1,1,2,0,0,0
0,0,0,4,400,0,0,,,,,,2,2,0,0,0,0
0,0,0,8,200,0,0,,,,,,2,2,0,0,0,0
2,16,2,14,100,47,1,,,,,,4,4,4,16,2,0
0,0,0,6,100,0,0,,,,,,2,2,0,0,0,0
0,0,0,4,10,0,1,,,,,,1,1,0,0,0,0
0,0,0,7,15,0,1,,,,,,1,1,0,0,0,0
0,0,0,7,15,0,1,,,,,,0,0,0,0,0,0
0,0,0,5,1117,0,0,,,,,,1,1,0,0,0,0
0,0,0,5,200,0,0,,,,,,2,2,0,0,0,0
0,0,0,5,1000,0,0,,,,,,3,3,0,3,0,0
0,24,0,9,1000,45,0,,,,,,6,6,3,24,0,5
0,0,0,2022,100,0,0,,,,,,0,0,0,0,0,0
0,0,0,4,200,0,0,,,,,,1,1,2,0,0,0
0,0,0,5,500,0,0,,,,,,1,1,2,0,0,0
0,0,12,5,1050,12,1,,,,,,2,2,0,0,12,0
0,0,0,4,8,0,1,,,,,,1,1,0,0,0,0
0,0,0,4,12,0,1,,,,,,1,1,0,0,0,0
0,0,0,17,500,7,0,,,,,,3,3,0,1,0,0
0,0,0,5,150,0,0,,,,,,1,1,0,0,0,0
0,0,0,3,50,0,0,,,122,,,1,0,0,0,0,0
0,0,0,4,10,0,1,,,,,,1,1,0,0,0,0
0,0,0,7,300,0,0,,,,,,2,2,0,0,0,0
0,0,7,8,10000,64,1,,,21,778,989690000,1,0,45,24,7,5
0,0,0,30,750,66,0,,,,,,2,2,24,9,0,0
0,0,0,10,1000,0,0,,,,,,1,1,0,0,0,0
0,0,0,8,100,0,1,,,,,,2,2,0,0,0,0
0,0,0,5,800,0,0,,,,,,1,1,8,3,0,0
0,0,0,11,10,0,0,,,,,,3,3,0,0,0,0
0,0,0,6,100,0,0,,,,,,2,2,0,0,0,0
0,0,0,6,500,0,0,,,,,,1,1,0,0,0,0
0,0,0,10,10,0,1,,,,,,2,2,1,0,0,0
0,0,0,8,15,0,0,,,,,,1,1,0,2,0,0
0,0,0,7,100,0,0,,,,,,3,2,0,0,0,0
0,0,0,5,150,0,0,,,,,,1,1,0,1,0,0
0,0,2,32,368,64,1,,,,,,2,2,8,8,2,3
0,0,0,11,160,0,0,,,,,,0,0,0,0,0,0
0,0,0,6,100,0,0,,,,,,2,2,0,0,0,0
0,2,0,15,10000,11,0,,,,,,2,2,0,2,0,0
0,0,0,18,100,0,0,,,,,,4,4,0,0,0,0
0,0,0,8,500,0,0,,,,,,7,7,2,5,0,1
0,0,0,6,100,0,0,,,,,,2,2,0,0,0,0
0,0,0,10,2000,18,0,,,,,,2,2,0,0,0,0
0,0,0,34,108.5,405,0,,,,,,3,2,0,0,0,0
0,0,0,9,10,4,0,,,,,,3,3,0,0,0,0
1231,1071,2,25,450000,616,1,,,,,,21,15,2525,1083,2,5
0,0,0,7,100,0,0,,,,,,2,2,2,0,0,0
0,0,0,6,1000,17,0,,,,,,2,2,0,0,0,0
0,0,0,4,2800,0,0,,,,,,1,1,1,4,0,0
0,0,0,22,50,6,0,1320000,-90000,,,,9,9,0,0,0,0
0,0,0,8,100,3,0,,,,,,2,2,0,2,0,6
0,0,0,16,200,0,0,,,,,,3,3,0,0,0,0
0,0,0,10,100,6,0,,,,,,2,2,0,0,0,0
0,0,0,9,100,1,0,,,,,,3,3,0,0,0,0
0,0,0,10,150,26,0,,,,,,1,1,0,4,0,0
0,0,0,5,500,0,0,,,,,,3,3,0,0,0,0
0,0,0,27,50,3,0,,,,,,3,3,0,0,0,0
0,0,0,8,1000,3,1,,,,,,1,1,0,0,0,0
4,20,2,15,5000,62,1,,,19,575,400100000,1,0,5,20,2,0
0,0,1,13,300,16,1,,,,,,2,2,0,0,1,0
0,0,0,18,50,82,1,,,,,,3,3,0,15,0,0
0,0,0,11,200,12,0,,,,,,2,2,28,0,0,0
0,0,0,16,50,16,0,,,,,,3,3,0,0,0,0
0,0,0,6,1000,5,0,,,,,,2,2,0,0,0,0
0,0,4,16,50,1,1,9501700,147000,,,,3,3,0,0,4,0
0,0,0,17,500,11,0,,,,,,2,2,0,0,0,0
0,0,0,9,800,12,0,42210000,2600000,,,,2,2,0,0,0,5
0,0,0,10,360,0,0,,,,,,3,3,0,0,0,0
0,0,0,7,500,32,1,,,,,,3,3,0,10,0,1
0,0,0,7,150,0,1,,,,,,3,3,0,0,0,0
0,0,0,11,100,11,0,,,,,,2,2,2,15,0,0
0,0,0,5,50,0,0,,,,,,1,1,0,0,0,0
0,0,0,4,501,4,0,,,,,,1,1,0,0,0,0
0,0,0,11,60,7,0,,,,,,3,3,0,0,0,0
0,0,0,19,500,33,0,,,,,,7,7,0,0,0,0
0,0,0,3,100,2,0,,,,,,1,1,0,0,0,0
0,0,0,9,100,19,0,,,,,,2,2,0,0,0,0
0,0,1,17,20115,1892,1,,,23,139387,35300000000,1,0,257,179,1,0
0,0,0,16,100,10,0,,,,,,4,4,0,0,0,0
0,0,0,18,30,0,0,,,,,,2,2,0,0,0,0
0,0,0,8,100,1,1,,,,,,3,3,0,0,0,0
0,0,0,8,50,9,1,,,,,,1,1,0,0,0,0
0,0,4,10,200,1,0,,,,,,1,1,0,2,4,0
0,0,1,5,1000,0,1,,,,,,2,2,0,0,1,0
0,0,0,5,1000,3,0,,,,,,2,2,0,0,0,0
0,0,0,6,500,3,0,,,,,,2,2,0,0,0,0
0,25,0,22,8880,453,1,,,22,1377,210000000,2,0,7,25,0,0
0,0,0,8,200,0,0,,,,,,3,3,0,0,0,0
0,0,0,18,56,40,1,,,,,,2,2,0,14,0,0
0,0,0,2022,2099.83,0,1,,,,,,0,0,0,0,0,0
0,0,0,4,500,0,1,,,,,,4,4,0,10,0,0
0,0,0,25,1000,23,0,,,,,,3,3,0,0,0,0
0,0,0,13,1200,42,0,,,,,,2,2,0,0,0,0
0,0,0,6,999,7,1,,,,,,4,4,0,1,0,0
0,0,0,8,280,18,0,,,,,,2,2,0,0,0,0
0,0,0,19,260,48,0,,,,,,3,3,0,0,0,0
0,0,0,4,500,6,0,,,,,,1,1,1,7,0,0
0,0,0,5,200,3,0,,,,,,2,2,0,0,0,0
21,21,0,20,1200,328,0,,,,,,14,14,38,21,0,5
0,0,0,5,1000,29,0,,,,,,47,47,0,8,0,0
0,0,3,5,1000,3,1,,,25,17,20000000,3,2,2,15,3,0
0,0,0,5,500,1,0,,,,,,3,3,0,0,0,0
0,0,0,19,2000,15,0,,,,,,3,3,0,2,0,0
2,11,0,6,25625,46,1,,,7,34,588500000,1,0,2,11,0,0
0,0,0,6,1000,14,0,,,,,,2,2,0,0,0,0
0,0,0,8,1000,4,0,,,,,,3,3,0,0,0,0
0,0,0,10,1680,22,0,,,,,,2,2,0,0,0,0
0,0,0,3,100,0,0,,,,,,1,1,0,0,0,0
0,0,8,18,2000,163,1,,,,,,2,2,0,0,8,0
0,0,0,2,500,0,1,,,,,,4,4,0,0,0,0
0,0,0,2,100,0,1,,,,,,1,1,0,0,0,0
12,14,0,29,5602,188,1,,,7,48,2000000000,1,0,44,58,0,5
16,0,0,9,50,49,0,,,,,,3,3,63,25,0,0
0,0,3,6,30,29,0,,,,,,2,2,1,6,3,0
0,0,0,13,100,52,0,,,,,,3,3,4,6,0,0
0,0,0,7,1700,87,0,,,17,594,350570000,1,0,0,0,0,0
0,0,0,6,50,9,0,,,,,,2,2,0,0,0,0
0,0,0,7,500,10,0,,,,,,2,2,0,0,0,0
0,0,0,9,10,0,1,,,,,,1,1,1,0,0,0
0,0,0,11,500,0,1,,,,,,2,2,0,0,0,0
0,0,0,4,80,34,0,,,,,,2,2,1,7,0,0
0,0,0,6,100,6,0,,,,,,1,1,0,0,0,0
0,0,0,6,280.59,19,0,,,,,,1,0,0,14,0,0
0,0,0,9,600,50,0,,,,,,1,1,0,0,0,0
4,2,0,16,858,57,0,,,,,,3,1,4,2,0,0
0,0,0,6,200,0,1,,,,,,2,2,0,0,0,0
0,0,0,5,3000,65,0,,,,,,5,5,0,0,0,0
0,0,0,18,300,1,0,,,4,0,15000000,1,0,0,0,0,0
0,0,0,3,100,3,1,,,4,2,500000,4,2,0,2,0,0
0,0,0,5,1508,17,0,,,,,,2,2,0,0,0,0
2,19,0,8,200,28,0,,,,,,3,3,4,19,0,0
0,0,0,11,600,7,1,,,,,,2,2,0,0,0,0
0,0,1,9,1000,0,1,,,,,,2,2,0,0,1,0
0,0,0,6,500,0,1,,,,,,2,2,0,0,0,0
0,0,10,12,30,0,1,,,,,,3,3,0,0,10,0
0,0,0,5,8000,0,0,,,5,1,80000000,2,0,0,0,0,0
0,0,0,5,100,0,1,,,,,,1,1,0,0,0,0
0,0,0,4,500,0,0,,,,,,3,3,3,20,0,0
0,0,0,4,1000,6,0,,,,,,6,6,2,3,0,0
0,0,0,19,50,49,1,,,21,87,2000000,3,2,0,6,0,0
0,0,0,6,500,2,0,,,,,,3,3,0,0,0,0
0,0,0,11,100,6,0,,,,,,2,2,0,0,0,0
0,0,8,15,200,68,1,,,,,,5,5,0,0,8,0
0,0,0,5,500,0,0,,,,,,1,1,0,0,0,1
0,0,0,19,360,343,1,,,,,,3,3,6,8,0,5
0,0,0,10,3600,114,0,,,6,0,10000000,7,0,0,6,0,0
0,0,0,6,300,24,1,,,,,,4,4,2,3,0,0
0,0,0,12,500,5,0,,,,,,1,1,1,10,0,0
0,0,0,19,91.8381,2,0,,,,,,6,6,0,2,0,0
0,0,0,7,100,0,1,,,,,,1,1,0,0,0,0
0,0,0,5,100,0,0,,,,,,1,1,0,0,0,0
0,0,0,4,10000,12,0,,,,,,5,5,0,0,0,0
0,0,3,13,2000,44,1,,,,,,2,2,0,0,3,0
0,0,0,5,77,3,1,,,,,,1,1,0,0,0,0
0,0,1,4,200,0,1,,,,,,2,2,0,0,1,0
0,0,0,11,5000,3,0,,,,,,3,3,0,0,0,0
0,0,0,5,100,9,1,,,,,,2,2,0,0,0,0
0,0,0,23,7591.424,625,1,,,,,,3,3,18,41,0,5
0,0,0,4,700,0,1,,,,,,1,1,0,0,0,0
0,0,0,14,3,10,0,,,,,,2,2,0,12,0,0
0,0,0,4,800,6,1,,,,,,2,2,0,0,0,0
0,0,0,5,500,3,0,,,,,,2,2,0,0,0,0
0,0,0,5,15,0,1,,,,,,1,1,0,0,0,0
0,0,4,18,2500,43,1,,,,,,3,2,0,0,4,0
0,0,0,6,500,6,0,,,,,,1,1,0,0,0,0
0,0,0,8,200,0,0,,,,,,2,2,0,0,0,0
0,0,13,12,500,5,1,,,,,,2,2,0,0,13,0
0,0,0,9,200,1,0,,,,,,3,2,0,0,0,0
0,0,0,4,3,1,0,,,,,,1,1,0,0,0,0
0,0,1,6,10,1,1,,,,,,2,2,0,0,1,0
0,0,0,5,200,1,0,,,,,,2,2,0,0,0,0
0,0,1,7,118,0,1,,,,,,2,2,0,0,1,0
0,0,2,4,100,4,1,,,,,,4,4,0,0,2,0
0,0,1,4,100,5,1,,,,,,1,1,0,0,1,0
0,0,1,9,100,1,1,,,,,,3,3,0,0,1,0
0,0,4,5,300,3,1,,,,,,2,2,0,0,4,0
0,0,0,20,20000,1022,0,,,22,64,2042880000,2,0,64,109,0,5
0,0,1,4,300,2,1,,,,,,2,2,0,0,1,0
0,0,1,6,10,0,1,,,,,,1,1,0,0,1,0
0,0,0,4,3000,0,0,,,,,,2,2,0,0,0,0
0,0,1,5,200,2,1,,,,,,2,2,0,0,1,0
0,0,1,8,12,0,1,,,,,,3,3,0,0,1,0
0,0,1,5,1000,15,1,,,,,,2,2,0,0,1,0
0,0,1,4,200,0,1,,,,,,3,3,0,0,1,0
0,0,1,13,100,7,1,,,,,,2,2,0,0,1,0
0,0,1,4,500,0,0,,,,,,2,1,0,0,1,0
0,0,0,4,100,2,1,,,,,,2,2,0,0,0,0
2,41,0,11,800,2975,1,,,24,31,150000000,3,0,5,41,0,5
0,0,0,2022,800,0,0,,,,,,0,0,0,0,0,0
0,0,1,13,200,0,0,,,,,,2,2,0,0,1,0
0,0,1,4,10,0,0,,,,,,3,3,0,0,1,0
0,0,1,10,100,5,0,,,,,,1,1,0,0,1,0
0,0,0,3,200,1,0,,,,,,5,4,0,0,0,0
0,0,0,18,308,1,0,,,,,,2,2,0,0,0,0
0,0,0,6,200,0,1,,,,,,2,2,0,0,0,0
0,0,1,12,200,2,1,,,,,,2,2,0,3,1,0
0,0,0,5,10,0,1,,,,,,1,1,0,0,0,0
0,0,0,17,190,28,0,,,,,,2,2,12,10,0,0
0,0,15,8,500,5,1,,,,,,2,2,0,0,15,0
0,0,0,5,50,0,1,,,,,,1,1,0,0,0,0
0,0,0,4,20,0,1,,,,,,1,1,0,0,0,0
0,0,17,7,1000,37,1,,,,,,2,2,0,0,17,6
0,0,46,6,10,21,1,,,,,,2,2,0,0,46,0
0,0,1,4,100,9,1,,,,,,3,3,0,0,1,0
0,0,0,4,200,0,1,,,,,,2,2,0,0,0,0
0,0,0,7,15,0,1,,,,,,1,1,0,0,0,0
6,0,0,8,100,40,0,,,,,,1,1,11,0,0,2
0,0,1,6,300,0,1,,,,,,3,3,0,2,1,0
0,0,0,12,79000,315,0,,,20,304,25000000,1,0,5,36,0,5
0,0,1,4,20000,0,1,,,,,,8,8,0,1,1,0
0,0,1,5,100,0,0,,,,,,2,2,0,0,1,0
0,0,0,4,1000,0,1,,,,,,3,3,0,0,0,0
0,0,20,4,100,4,1,,,,,,2,2,0,0,20,0
0,0,14,9,500,11,1,,,,,,2,2,0,0,14,0
0,0,11,5,100,31,1,,,,,,3,3,0,0,11,0
0,0,0,5,100,0,0,,,,,,2,2,0,0,0,0
0,0,0,4,200,0,0,,,,,,1,1,0,0,0,0
0,0,0,4,100,0,1,,,,,,1,1,0,0,0,0
0,0,0,15,500,19,0,,,,,,2,2,9,1,0,0
0,0,0,5,5000,0,0,,,10,56,12500000,2,0,0,0,0,0
0,0,2,4,330,8,1,,,,,,1,1,0,0,2,0
0,0,1,4,100,0,1,,,,,,2,2,0,2,1,0
0,0,0,4,20,0,1,,,,,,2,2,0,0,0,0
0,0,1,4,300,0,0,,,,,,1,1,0,0,1,0
0,0,0,7,1200,0,0,,,,,,2,2,0,0,0,0
0,0,0,7,100,0,1,,,,,,1,1,0,0,0,0
