 已授权发明专利数量,已授权实用新型专利数量,已授权软著数量,成立年限,注册资本,参保人数,区域,营业收入,营业利润,股东企业成立年限,股东企业参保人数,股东企业注册资本,企业总的股东的数量,企业股东中个人股东的数量,企业股东发明专利数量,企业股东实用新型专利数量,企业股东软著数量,收入规模
0,0,0,22,20000000,55,1,,,,,,2,2,0,0,0,2
0,0,0,25,8000000,15,1,,,,,,2,2,0,0,0,0
0,0,0,15,300000,4,0,,,,,,2,2,0,2,0,0
0,0,0,15,200000,0,1,,,,,,2,2,0,0,0,0
0,0,0,15,5000000,0,1,,,,,,3,3,0,0,0,2
0,0,0,15,3000000,91,1,,,,,,2,2,0,0,0,0
0,0,0,15,500000,18,0,,,,,,1,1,0,0,0,1
0,0,0,15,20000000,16,1,,,,,,1,1,2,9,0,0
0,0,0,23,1500000,54,1,,,,,,2,2,0,9,0,0
0,0,0,15,1000000,13,1,,,,,,4,4,0,0,0,0
0,0,0,15,1030000,4,1,,,,,,2,2,2,6,0,0
0,0,0,15,10000000,0,1,,,3,0,1900000,2,0,2,3,0,0
0,0,0,15,30000,2,1,,,,,,2,2,0,0,0,0
0,0,0,15,300000,17,1,4800000,380000,,,,2,2,0,0,0,0
0,0,0,15,300000,0,1,,,,,,1,1,0,0,0,0
0,0,0,15,1000000,0,1,,,,,,2,2,0,0,0,0
0,0,0,14,500000,2,1,,,,,,2,2,0,0,0,0
24,6,0,14,29333330,58,0,,,,,,14,14,13,24,0,4
0,0,0,14,5000000,7,1,1777210,-387831,,,,2,2,0,0,0,0
0,0,0,14,10000000,1071,1,,,,,,2,2,0,0,0,4
0,0,0,14,1000000,11,1,,,,,,2,2,0,0,0,0
0,0,0,14,50000000,33,1,,,,,,2,2,0,0,0,0
0,0,0,14,5000000,0,1,,,,,,2,2,0,0,0,0
0,0,0,14,20000000,7,1,,,,,,2,2,0,0,0,2
0,0,0,14,500000,0,1,,,,,,1,1,0,0,0,0
0,0,0,14,30000000,,0,,,,,,3,3,0,0,0,0
0,0,0,14,10000000,19,1,,,,,,2,2,0,0,0,0
0,0,0,14,3000000,41,1,,,18,,12000000,1,0,0,0,0,1
0,0,0,13,5000000,41,1,,,,,,10,6,0,0,0,0
0,0,0,13,120000000,23,1,,,,,,2,2,0,0,0,1
0,0,0,13,6000000,0,1,,,,,,3,3,0,0,0,1
0,0,0,13,400000,0,1,,,,,,2,2,0,0,0,0
0,0,0,13,500000,0,1,,,,,,2,2,0,0,0,1
0,0,0,13,500000,0,1,,,,,,2,2,0,0,0,0
0,0,0,13,15000000,9,1,,,,,,2,2,0,0,0,4
0,0,0,13,500000,24,1,,,,,,2,2,0,0,0,0
0,0,0,13,11800000,0,1,,,,,,1,1,0,0,0,0
0,0,0,13,500000,11,1,,,,,,3,3,0,0,0,0
1,2,27,13,10000000,61,1,,,,,,2,2,4,1,27,1
0,0,0,13,50000000,27,0,,,,,,2,2,0,0,0,3
0,0,2,13,3080000,0,1,,,,,,3,3,0,0,2,2
0,0,0,13,10000000,0,1,,,,,,2,2,0,0,0,0
0,0,0,12,1000000,10,1,1440000,-240000,,,,2,2,0,0,0,0
0,0,0,12,500000,0,1,,,,,,2,2,0,0,0,0
0,0,0,12,10000000,75,0,,,,,,2,2,2,15,0,4
0,0,3,22,19190000,126,1,,,,,,3,3,1,6,3,4
0,0,0,22,20000000,7,1,,,,,,2,2,0,0,0,3
0,0,0,22,2000000,5,1,,,,,,4,4,0,0,0,2
0,0,0,22,3600000,9,1,,,,,,3,3,0,0,0,3
0,0,0,22,3000000,14,1,,,,,,3,3,0,0,0,0
0,0,12,21,5000000,5,1,,,,,,2,2,0,3,12,0
0,0,4,31,5000000,44,0,,,,,,1,1,0,0,4,2
0,0,0,21,5300000,7,1,,,,,,1,1,0,0,0,0
0,0,0,21,180000,0,1,,,,,,0,0,0,0,0,0
0,0,0,21,30000000,41,1,,,,,,3,3,0,0,0,4
0,0,0,21,5000000,33,1,,,,,,1,1,0,1,0,4
0,0,0,21,10000000,75,1,,,,,,2,2,0,0,0,4
0,0,0,21,3000000,16,1,,,,,,2,2,0,0,0,0
0,0,0,20,2000000,34,1,,,,,,2,2,0,0,0,1
0,0,0,20,500000,22,1,,,,,,3,3,0,0,0,0
0,0,0,19,3000000,29,1,,,,,,3,3,0,0,0,1
0,0,6,19,20000000,33,1,,,,,,2,2,0,17,6,2
0,0,0,19,2000000,8,1,,,,,,2,2,0,0,0,0
0,0,0,19,500000,0,1,,,,,,2,2,0,0,0,0
0,0,0,19,10800000,7,1,,,,,,2,2,0,0,0,0
0,0,0,19,500000,0,1,,,,,,2,2,0,0,0,0
0,0,0,19,500000,0,1,,,,,,2,2,0,0,0,0
0,0,0,19,500000,0,1,,,,,,5,5,0,0,0,0
0,0,0,19,500000,0,1,,,,,,3,3,0,0,0,1
0,0,0,19,1000000,2,1,,,,,,1,1,0,0,0,0
0,0,0,19,500000,0,1,,,,,,1,1,0,0,0,0
0,0,0,18,500000,19,1,,,,,,2,2,0,13,0,1
0,0,0,18,880000,27,1,,,,,,3,3,0,0,0,1
0,0,5,18,23000000,40,1,,,,,,3,3,0,0,5,4
0,0,0,18,500000,0,1,,,,,,2,2,0,0,0,0
0,0,2,18,500000,20,1,,,,,,2,2,0,0,2,0
0,0,0,18,600000,0,1,,,,,,3,3,0,0,0,0
0,0,0,18,11000000,1,1,,,,,,3,3,0,0,0,0
0,0,0,18,2000000,0,1,,,,,,0,0,0,0,0,0
0,0,0,17,500000,6,1,,,,,,3,3,0,0,0,0
0,0,0,17,48870000,5,1,,,,,,2,2,0,0,0,3
0,0,0,17,1000000,0,1,,,,,,2,2,0,0,0,0
0,0,0,17,500000,0,1,7320000,60000,,,,2,2,0,0,0,0
0,0,0,17,500000,3,1,,,,,,2,2,0,0,0,0
0,0,0,17,500000,3,1,,,,,,2,2,0,0,0,0
0,0,0,17,5000000,7,1,,,,,,1,1,0,0,0,4
0,0,6,17,10000000,19,1,,,,,,2,2,0,12,6,1
0,0,0,16,10680000,57,1,,,,,,2,2,0,0,0,4
0,0,0,16,100000,0,1,,,,,,2,2,0,0,0,0
0,0,0,16,300000,10,1,,,,,,1,1,0,0,0,0
0,0,0,16,10000000,2,1,,,,,,2,2,0,0,0,2
0,0,0,16,3000000,8,1,,,,,,2,2,0,0,0,0
0,0,2,16,5000000,25,1,,,,,,1,1,2,0,2,1
0,0,0,16,2200000,8,1,,,,,,2,2,0,0,0,4
0,0,0,16,3000000,0,1,,,,,,3,3,0,0,0,0
0,0,7,16,5000000,39,1,,,,,,3,3,0,0,7,0
0,0,0,16,30000,0,1,937000,37500,,,,2,2,0,0,0,0
0,0,0,16,5000000,2,1,,,,,,2,2,0,0,0,0
0,0,0,15,3500000,2,1,,,,,,2,2,0,0,0,0
0,0,0,15,6000000,136,1,,,,,,2,1,0,0,0,4
0,0,0,15,500000,2,1,,,,,,2,2,2,0,0,0
0,0,0,17,500000,22,1,,,,,,1,1,0,8,0,0
0,0,0,7,200000,4,1,,,,,,1,1,0,0,0,0
0,0,0,7,1000000,0,1,,,,,,1,1,0,0,0,0
0,0,0,7,680000,0,1,,,,,,1,1,0,0,0,0
0,0,0,7,1000000,27,1,,,,,,2,2,0,0,0,0
0,0,1,7,2000000,0,1,,,,,,3,3,0,0,1,0
0,0,0,7,100000,0,1,,,,,,1,1,0,0,0,0
0,0,0,7,5000000,0,1,,,,,,3,3,0,0,0,0
0,0,0,7,100000,0,1,,,,,,1,1,0,0,0,0
0,0,0,7,2000000,0,1,,,,,,2,2,0,0,0,0
0,0,0,7,1000000,0,1,,,,,,2,2,0,0,0,0
0,0,0,7,2000000,0,1,,,,,,1,1,0,0,0,0
0,0,0,7,1000000,5,1,,,,,,4,4,0,0,0,1
0,0,0,6,1000000,13,1,10803300,-239600,,,,5,5,0,0,0,0
0,0,0,6,2000000,0,1,,,,,,1,1,0,0,0,0
0,0,0,6,1000000,4,0,,,,,,1,1,0,0,0,1
0,0,16,7,12000000,56,1,,,,,,4,1,0,0,16,1
0,0,0,6,20000000,7,1,,,,,,4,4,0,0,0,0
0,0,0,6,50000000,12,1,,,,,,2,2,0,0,0,0
0,0,0,6,500000,0,1,,,,,,2,2,0,0,0,0
0,0,0,6,1000000,0,1,,,,,,1,1,0,0,0,0
0,0,0,6,1000000,1,1,,,,,,1,1,0,0,0,0
0,0,0,6,8907500,94,1,,,6,0,6000000,4,1,0,0,0,0
0,0,0,6,1000000,0,1,,,,,,2,2,0,0,0,0
0,0,0,6,2000000,10,1,,,,,,2,2,0,0,0,1
0,0,1,6,5000000,0,1,,,,,,2,2,0,0,1,0
0,0,11,7,5000000,12,1,,,,,,2,2,0,0,11,0
0,0,0,6,1800000,0,1,,,,,,2,2,0,0,0,0
0,0,0,6,500000,0,1,,,,,,2,2,0,0,0,0
0,0,0,6,1000000,0,1,,,,,,1,1,0,0,0,1
0,0,0,6,2000000,11,1,,,,,,3,3,0,0,0,0
0,0,0,6,20000000,0,1,,,,,,1,1,0,0,0,4
0,0,0,6,5000000,0,1,,,,,,2,2,0,0,0,0
0,0,0,6,1000000,0,1,,,,,,1,1,0,0,0,0
0,0,2,6,10600000,6,1,,,,,,4,4,2,0,2,0
0,0,0,6,50000000,1,1,,,,,,1,1,0,0,0,4
0,0,0,6,1000000,0,1,4010000,-1440000,,,,2,2,0,0,0,0
0,0,0,6,1680000,1,1,,,,,,1,1,0,0,0,2
0,0,0,6,3000000,1,1,,,,,,1,1,0,0,0,2
0,0,0,6,500000,0,1,,,,,,2,2,0,0,0,0
0,0,0,6,2880000,0,1,,,,,,2,2,0,0,0,0
0,0,0,6,1000000,,1,,,,,,1,1,0,0,0,0
0,0,0,6,1880000,0,1,,,,,,2,2,0,0,0,0
0,0,0,6,2000000,2,1,,,,,,1,1,0,0,0,0
0,0,0,6,50000000,0,1,,,,,,2,2,0,0,0,0
0,0,0,6,5000000,4,1,,,,,,1,1,0,0,0,1
0,0,0,6,1000000,0,1,,,,,,1,1,0,0,0,0
0,0,0,6,10000000,11,1,,,,,,1,1,0,0,0,1
0,0,0,6,500000,0,1,,,,,,1,1,0,0,0,0
0,0,0,6,2000000,0,1,,,,,,2,2,0,0,0,0
0,0,0,6,100000,0,1,,,,,,2,2,0,0,0,0
0,0,0,6,10000000,0,1,,,,,,2,2,0,0,0,0
0,0,0,6,100000,0,1,,,,,,1,1,0,0,0,0
0,0,0,6,500000,0,1,,,,,,1,1,0,0,0,0
0,0,0,6,1000000,0,1,,,,,,1,1,0,0,0,0
0,0,0,6,1000000,10,0,,,,,,4,4,0,0,0,0
0,0,0,6,1000000,0,1,,,,,,1,1,0,0,0,0
0,0,0,6,2000000,11,1,,,,,,3,3,0,0,0,0
0,0,0,6,10000000,0,1,,,,,,2,2,0,0,0,0
0,0,0,6,1000000,1,1,,,,,,2,2,0,0,0,2
0,0,0,6,10500000,6,1,,,,,,2,2,0,0,0,1
0,0,8,6,50000000,10,1,,,11,0,3000000,1,0,0,0,8,0
0,0,1,5,1000000,0,1,,,,,,2,2,0,0,1,0
0,0,0,5,2000000,0,1,,,,,,3,3,0,0,0,0
0,0,0,5,1800000,23,1,,,,,,2,2,0,0,0,1
0,0,0,5,5000000,0,1,,,,,,1,1,0,0,0,0
0,0,0,5,3000000,0,1,,,,,,1,1,0,0,0,0
0,0,0,5,5000000,0,1,,,,,,1,1,0,0,0,0
0,0,0,5,800000,0,1,,,,,,1,1,0,0,0,0
0,0,0,5,150000,0,1,,,,,,1,1,0,0,0,0
0,0,0,5,5000000,2,1,,,,,,2,2,0,0,0,0
0,0,0,5,600000,0,1,,,,,,1,1,0,0,0,0
0,0,0,5,2000000,5,1,,,,,,3,3,0,0,0,0
0,0,0,5,1000000,4,1,,,,,,1,1,0,0,0,0
0,0,0,5,20000000,0,1,,,,,,1,1,0,0,0,1
0,0,2,5,10000000,24,1,,,,,,2,2,0,0,2,1
0,0,0,5,200000,0,1,,,,,,1,1,0,0,0,0
0,0,0,5,1000000,1,1,,,,,,3,3,0,0,0,0
0,0,0,5,5000000,0,1,,,,,,1,1,0,0,0,0
0,0,0,5,10000000,0,1,,,,,,1,1,0,0,0,0
0,0,0,5,500000,0,1,,,,,,2,2,0,0,0,0
0,0,0,5,1000000,0,1,,,,,,2,2,0,0,0,0
0,0,0,5,2000000,8,1,,,,,,5,5,0,0,0,0
0,0,0,5,1000000,1,1,,,,,,2,2,0,0,0,0
0,0,0,5,2000000,21,1,,,,,,3,3,0,0,0,0
0,0,0,5,3000000,0,1,,,,,,1,1,0,0,0,0
0,0,0,5,100000,0,1,,,,,,1,1,0,0,0,0
0,0,0,5,300000,0,1,,,,,,1,1,0,0,0,0
0,0,0,5,1000000,0,1,,,,,,1,1,0,0,0,0
0,0,0,5,150000,2,1,,,,,,2,2,0,0,0,0
0,0,0,5,20000000,0,1,,,,,,2,2,0,0,0,3
0,0,0,5,2000000,0,1,,,,,,1,1,0,0,0,0
0,0,0,5,2000000,0,1,,,,,,3,3,0,0,0,0
0,0,0,5,1000000,5,1,,,,,,2,2,0,0,0,0
0,0,0,5,10000000,0,1,,,,,,2,2,0,0,0,0
0,0,0,5,1000000,0,1,,,,,,1,1,0,0,0,0
0,0,0,5,5000000,1,1,,,,,,4,4,0,0,0,0
0,0,0,5,30000000,0,1,,,,,,1,1,0,0,0,0
0,0,0,5,1000000,0,1,,,,,,1,1,0,0,0,0
0,0,0,5,3000000,2,1,,,,,,1,1,0,0,0,0
0,0,0,5,1000000,0,1,,,,,,1,1,0,0,0,0
0,0,0,5,1000000,0,1,,,,,,2,2,0,0,0,0
0,0,0,5,10000000,0,1,,,,,,1,1,0,0,0,0
0,0,0,5,2000000,0,1,,,,,,1,1,0,0,0,0
0,0,0,5,2000000,0,1,,,,,,1,1,0,0,0,0
0,0,0,5,1000000,0,1,,,,,,2,2,0,0,0,0
0,0,0,5,0,0,1,,,,,,0,0,0,0,0,0
0,0,0,5,5000000,0,1,,,,,,1,1,0,0,0,0
0,0,0,5,2000000,0,1,,,,,,3,3,0,0,0,0
0,0,0,5,2000000,0,1,,,,,,2,2,0,0,0,0
0,0,0,5,1000000,2,1,,,,,,1,1,0,0,0,0
0,0,0,5,1000000,0,1,,,,,,1,1,0,0,0,0
0,0,0,5,3000000,0,1,4470000,-64000,,,,2,2,0,0,0,0
0,0,0,5,200000,0,1,,,,,,2,2,0,0,0,0
0,0,0,5,500000,7,1,,,,,,1,1,0,0,0,0
0,0,0,5,5000000,0,1,,,,,,2,2,0,0,0,0
0,0,0,5,7800000,0,0,,,,,,2,2,0,0,0,0
0,0,0,5,1000000,0,1,,,,,,1,1,0,0,0,0
0,0,0,5,100000,0,1,,,,,,1,1,0,0,0,0
0,0,0,5,5000000,12,1,479359.56,-335945.48,,,,2,2,0,0,0,0
0,0,0,5,2000000,0,1,,,,,,2,2,0,0,0,0
0,0,0,5,2000000,18,1,,,,,,1,1,0,0,0,0
0,0,0,5,10000000,0,1,,,,,,2,2,0,0,0,0
0,0,13,5,20000000,66,1,,,,,,4,2,4,0,13,1
0,0,0,5,5000000,0,1,,,,,,4,4,0,0,0,0
0,0,0,5,4000000,4,1,,,,,,5,5,0,0,0,0
0,0,0,5,500000,6,1,,,,,,1,1,0,0,0,0
0,0,0,4,1500000,0,1,,,,,,2,2,0,0,0,4
0,0,0,4,200000,6,1,,,,,,3,3,0,0,0,0
0,0,0,4,1000000,13,1,,,,,,1,1,0,0,0,0
0,0,0,4,2000000,0,1,,,,,,2,2,0,0,0,0
0,0,0,4,2000000,0,1,,,,,,2,2,0,0,0,0
0,0,0,4,500000,0,1,,,,,,2,2,0,0,0,0
0,0,0,4,60000000,37,1,,,,,,3,3,0,0,0,4
0,0,0,4,3000000,0,1,,,,,,1,1,0,0,0,0
0,0,3,4,900000,0,1,,,,,,3,3,2,1,3,0
0,0,0,4,1000000,0,1,,,,,,2,2,0,0,0,0
0,0,0,4,20000000,12,1,,,,,,3,3,0,0,0,1
0,0,0,4,1000000,2,1,,,,,,1,1,0,0,0,0
0,0,0,4,1000000,3,1,,,,,,1,1,0,0,0,0
0,0,0,4,5000000,8,1,,,,,,2,2,0,0,0,0
0,0,0,4,1000000,3,0,,,,,,2,2,0,0,0,0
0,0,0,4,8000000,0,1,,,,,,3,3,0,0,0,0
0,0,0,4,8000000,0,1,,,,,,2,2,0,0,0,0
0,0,0,4,20000000,12,1,,,,,,2,2,0,0,0,0
0,0,0,4,500000,0,1,,,,,,3,3,0,0,0,0
0,0,0,4,2000000,0,1,,,,,,1,1,0,0,0,1
0,0,0,4,8000000,0,1,,,,,,2,2,0,0,0,4
0,0,0,4,2000000,2,1,,,,,,1,1,0,0,0,0
0,0,0,4,2000000,0,1,,,,,,1,1,0,0,0,0
0,0,0,4,500000,4,1,,,,,,2,2,0,0,0,0
0,0,1,4,10000000,17,1,,,,,,5,3,0,5,1,0
0,0,0,4,1500000,0,1,,,,,,1,1,0,0,0,0
0,0,0,4,7000000,0,1,,,,,,1,1,0,0,0,0
0,0,0,4,10000000,0,1,,,,,,1,1,0,0,0,0
0,0,0,4,1000000,0,1,,,,,,1,1,0,0,0,0
0,0,0,4,1000000,0,1,,,,,,1,1,0,0,0,0
0,0,0,4,1250000,3,1,,,,,,4,4,0,0,0,0
0,0,0,4,5000000,8,1,,,,,,2,2,0,0,0,2
0,0,0,4,8000000,2,1,,,,,,3,3,0,7,0,0
0,0,0,4,8000000,0,1,,,,,,2,2,0,0,0,3
0,0,0,4,5000000,1,1,,,,,,1,1,0,0,0,0
0,0,0,4,6000000,0,1,,,,,,1,1,0,0,0,0
0,0,0,4,2000000,4,1,,,,,,2,2,0,0,0,0
0,0,0,4,10180000,6,1,,,,,,2,2,0,0,0,0
0,0,0,4,5000000,1,1,,,,,,1,1,0,0,0,0
0,0,0,4,20000000,5,1,,,,,,2,2,0,0,0,0
0,0,0,4,5000000,0,1,,,,,,1,1,0,0,0,0
0,0,0,4,40000000,,1,,,,,,2,2,0,0,0,4
0,0,0,4,10000000,0,1,,,,,,2,2,0,0,0,0
0,0,0,4,5000000,5,1,,,,,,3,3,0,0,0,0
0,0,0,4,5000000,0,0,,,,,,2,2,0,0,0,4
0,0,0,4,500000,1,1,157285.99,978.25,,,,1,1,0,0,0,0
0,0,0,4,2000000,0,1,,,,,,3,3,0,0,0,0
0,0,0,4,500000,0,1,,,,,,1,1,0,0,0,0
0,0,0,4,10000000,0,1,,,,,,2,2,0,0,0,0
0,0,0,4,1000000,0,1,,,,,,2,2,0,0,0,0
0,0,0,4,500000,0,1,,,,,,2,2,0,0,0,0
0,0,0,4,10000000,0,1,,,,,,2,2,0,0,0,0
0,0,0,4,1000000,0,1,,,,,,1,1,0,0,0,0
0,0,0,4,1000000,0,1,,,,,,1,1,0,0,0,0
0,0,0,4,100000,0,1,,,,,,1,1,0,0,0,0
0,0,0,4,5000000,2,0,,,,,,2,2,0,0,0,2
0,0,0,4,1000000,0,1,,,,,,1,1,0,0,0,0
0,0,0,4,1000000,0,1,,,,,,1,1,0,0,0,0
0,0,0,3,300000,2,1,,,,,,1,1,0,0,0,0
0,0,0,3,1000000,0,1,,,,,,1,1,0,0,0,0
0,0,0,3,2000000,0,1,,,,,,4,4,0,0,0,0
0,0,0,3,10000000,0,1,,,,,,2,2,0,0,0,1
0,0,0,3,1000000,0,1,,,,,,1,1,0,0,0,0
0,0,0,3,2000000,0,1,,,,,,2,2,0,0,0,0
0,0,0,3,40000000,0,1,,,,,,2,2,0,0,0,2
0,0,0,3,1000000,2,1,,,,,,1,1,0,0,0,0
0,0,3,3,150000,5,1,,,,,,1,1,0,0,3,0
0,0,0,3,5000000,0,1,,,,,,2,2,0,0,0,2
0,0,5,3,10000000,5,1,,,,,,4,4,0,0,5,4
0,0,0,3,5000000,0,1,,,,,,1,1,0,0,0,0
0,0,0,3,2000000,0,1,,,,,,2,2,0,0,0,0
0,0,0,3,1000000,0,1,,,,,,2,2,0,0,0,0
0,0,0,3,1000000,0,1,,,,,,2,2,0,0,0,0
0,0,0,3,5000000,0,1,,,,,,4,4,0,0,0,0
0,0,0,3,2000000,0,1,,,,,,3,3,0,0,0,0
0,0,0,3,3500000,3,1,,,,,,1,1,0,0,0,0
0,0,0,3,10000000,0,1,,,,,,2,2,0,0,0,1
0,0,0,3,10000000,0,1,,,,,,1,1,0,0,0,0
0,0,0,3,5000000,0,1,,,,,,4,4,0,0,0,0
0,0,0,3,2000000,0,1,2975137.06,66763.62,,,,3,3,0,0,0,0
0,0,0,3,9000000,0,1,4607366,-495809,,,,1,1,0,0,0,0
0,0,0,3,10000000,0,1,,,,,,2,2,0,0,0,1
0,0,0,3,5000000,1,1,,,,,,3,3,0,0,0,0
0,0,0,3,20000000,0,1,,,,,,1,1,0,0,0,0
0,0,0,3,500000,0,1,,,,,,3,3,0,0,0,0
0,0,0,3,2000000,0,1,,,,,,2,2,0,0,0,0
0,0,0,3,8000000,0,1,,,,,,1,1,0,0,0,0
0,0,0,3,6000000,0,1,,,,,,1,1,0,0,0,2
0,0,0,3,1000000,0,1,,,,,,2,2,0,0,0,0
0,0,0,3,2000000,0,1,,,,,,1,1,0,0,0,0
0,0,0,3,10000000,0,1,,,,,,3,3,0,0,0,0
0,0,0,3,3000000,4,1,,,,,,2,2,0,0,0,0
0,0,0,3,5000000,9,1,,,,,,1,1,0,0,0,1
0,0,0,3,1000000,0,1,,,,,,1,1,0,0,0,0
0,0,0,3,6000000,0,1,,,,,,1,1,0,0,0,0
0,0,0,3,3000000,0,1,,,,,,2,2,0,0,0,0
0,0,0,3,500000,2,1,,,,,,3,3,0,0,0,0
0,0,0,3,1000000,0,0,,,,,,3,3,0,0,0,0
0,0,0,3,2000000,4,1,,,,,,1,1,0,0,0,0
0,0,0,2,10000000,0,1,,,,,,2,2,0,0,0,2
0,0,0,2,1000000,0,1,,,,,,1,1,0,0,0,0
0,0,0,2,1000000,0,1,,,,,,2,1,0,0,0,0
0,0,0,2,1000000,0,1,,,,,,0,0,0,0,0,0
0,0,0,2,5000000,7,1,,,,,,1,1,0,0,0,0
0,0,0,2,1000000,,1,,,,,,2,2,0,0,0,0
0,0,0,23,150000,2,1,,,,,,1,1,0,0,0,0
0,0,0,28,300000000,14,1,,,,,,2,1,0,0,0,4
0,0,0,24,10000000,6,1,,,,,,2,2,0,15,0,0
0,0,0,10,500000,22,1,,,,,,3,3,0,0,0,0
0,0,3,10,48000000,35,1,,,,,,2,2,1,12,3,4
0,0,0,10,380000000,9,1,,,,,,2,2,0,0,0,1
0,0,0,10,48000000,0,1,,,,,,3,3,0,0,0,3
0,0,0,10,100000,0,1,,,,,,2,2,0,0,0,0
0,0,0,10,5000000,2,1,,,,,,2,2,0,0,0,0
0,0,0,10,100000,0,1,,,,,,1,1,0,0,0,0
0,0,0,10,1000000,22,1,,,,,,1,1,0,0,0,0
0,0,0,10,200000,0,1,,,,,,2,2,0,0,0,0
0,0,0,10,500000,0,1,,,,,,2,2,0,0,0,0
0,0,0,10,500000,7,1,,,,,,2,2,0,0,0,0
0,0,0,10,500000,7,1,,,,,,2,2,0,0,0,0
0,0,0,10,1000000,0,1,,,,,,3,3,0,0,0,0
0,0,0,10,12000000,29,1,,,,,,2,2,0,0,0,2
0,0,0,10,6880000,0,1,,,,,,2,2,0,0,0,0
0,0,0,10,3000000,4,1,,,,,,2,2,0,0,0,2
0,0,0,10,1000000,3,1,,,,,,3,3,0,0,0,0
0,0,0,10,36888000,0,1,,,,,,1,1,0,0,0,0
0,0,0,10,2000000,0,1,,,,,,2,2,0,0,0,0
0,0,0,10,5000000,0,1,,,,,,1,1,0,0,0,0
0,0,0,10,145000,0,1,,,,,,1,1,0,0,0,0
0,0,0,10,5000000,1,1,,,,,,2,2,0,0,0,0
0,0,0,10,2000000,1,1,,,,,,2,2,0,0,0,0
0,0,0,10,31680000,6,1,,,,,,2,2,0,0,0,0
0,0,0,10,130000,0,1,,,,,,1,1,0,0,0,0
0,0,0,9,10000000,0,1,,,,,,2,2,0,0,0,0
0,0,0,9,2000000,2,1,,,,,,1,1,0,0,0,0
0,0,0,9,1010000,36,1,,,,,,4,4,0,0,0,1
0,0,0,9,1000000,1,1,,,,,,2,2,0,0,0,0
0,0,0,9,5000000,0,1,,,,,,4,4,0,0,0,4
0,0,0,9,10000000,8,1,,,,,,5,5,0,0,0,0
0,0,0,9,1000000,1,1,,,,,,2,2,0,0,0,0
0,0,0,9,51380000,57,1,,,,,,2,2,0,0,0,4
0,0,0,9,300000,9,1,,,,,,2,2,0,0,0,1
0,0,0,9,2000000,0,1,,,,,,1,1,0,0,0,0
0,0,0,9,6000000,0,1,,,,,,1,1,0,0,0,0
0,0,0,9,300000,0,1,,,,,,2,2,0,0,0,0
0,0,0,9,500000,12,1,,,,,,2,2,0,0,0,0
0,0,0,9,500000,0,1,,,,,,2,2,0,0,0,0
0,0,0,9,1020000,0,1,,,,,,4,4,0,0,0,0
0,0,0,9,1000000,19,1,,,,,,3,3,0,0,0,0
0,18,26,9,30000000,21,1,,,,,,2,2,40,0,26,0
0,0,0,9,135000,0,1,,,,,,1,1,0,0,0,0
0,0,0,9,10000000,0,1,,,,,,2,2,0,0,0,0
1,0,27,9,8000000,19,1,,,,,,2,2,0,1,27,0
0,0,0,9,500000,0,1,,,,,,2,2,0,0,0,0
0,0,0,9,400000,3,1,,,,,,5,4,0,0,0,0
0,0,0,9,1000000,0,1,,,,,,2,2,0,0,0,0
0,0,0,9,6000000,8,1,,,,,,2,2,0,0,0,1
0,0,0,9,5000000,0,1,,,,,,1,1,0,0,0,4
0,0,0,9,200000,0,1,,,,,,1,1,0,0,0,0
0,0,0,9,3000000,0,1,,,,,,2,2,0,0,0,0
0,0,0,9,500000,11,1,,,,,,2,2,0,0,0,1
0,0,0,9,500000,1,1,,,,,,2,2,0,0,0,0
0,0,0,9,500000,2,1,,,,,,2,2,0,0,0,0
0,0,0,9,500000,0,1,,,,,,1,1,0,0,0,2
0,0,4,9,2100000,4,1,,,,,,2,2,0,0,4,1
0,0,0,9,500000,0,1,,,,,,2,2,0,0,0,0
0,0,0,9,10500000,18,1,,,,,,2,2,0,0,0,1
0,0,0,9,1000000,0,1,,,,,,5,5,0,0,0,0
0,0,0,9,500000,10,1,,,,,,3,3,0,0,0,0
0,0,0,9,10000000,3,1,24516525.16,-1121222.03,,,,2,2,0,0,0,4
0,0,0,9,500000,2,1,,,,,,2,2,0,0,0,0
0,0,0,9,500000,0,1,,,,,,2,2,0,0,0,0
0,0,0,9,100000,1,1,,,,,,1,1,0,0,0,0
0,0,0,9,2000000,0,1,,,,,,2,2,0,0,0,0
0,0,0,9,10000000,3,1,,,,,,2,2,0,0,0,0
0,0,0,9,20000000,2,1,,,,,,3,3,0,0,0,4
0,0,0,9,300000,0,1,,,,,,2,2,0,0,0,0
0,0,0,9,2000000,8,1,,,,,,2,2,0,0,0,0
0,0,0,9,500000,,1,,,,,,2,2,0,0,0,0
0,0,0,9,3000000,0,1,,,,,,2,2,0,0,0,0
0,0,0,9,1000000,7,1,,,,,,2,2,0,0,0,1
0,0,0,9,300000,0,1,,,,,,1,1,0,0,0,0
0,0,0,9,100000,0,1,,,,,,2,2,0,0,0,0
0,0,0,9,2000000,0,1,,,,,,3,3,0,0,0,1
0,0,0,9,1000000,3,1,,,,,,2,2,0,0,0,0
0,0,0,18,500000,2,1,,,,,,1,1,0,0,0,0
0,0,0,9,500000,7,1,,,,,,2,2,2,3,0,0
0,0,0,9,10000000,34,1,,,23,728,484330000,2,1,0,0,0,4
0,0,0,9,6000000,4,0,,,,,,1,1,0,0,0,4
0,0,0,9,1000000,3,1,,,,,,2,2,0,0,0,0
0,0,0,9,1000000,7,1,,,,,,2,2,0,0,0,0
