label,v1,v2,v3,v4,v5,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25,v26,v27,v28,v29,v30,v31,v32,v33,v34,v35,v36,v37,v38,v39,v40,v41,v42,v44,v45,v46,v47,v48,v50,v51,v52,v53,v55,v56,v57,v58,v59,v60,v61,v62,v63
1,0,0.0,0.0,0,0,90.0,3,0,0,2,0,3,7,11,1,0.0,0.0,0.0,-100.0,-100.0,-100.0,-100.0,0.0,0.0,-100.0,221322.4,345822.6,1480189.4,-0.955,0.778,-0.675,-0.695,0.0,-100.0,0.242,1.927,0.03,0.009,1.209,5.178999999999999,-100.0,-100.0,-100.0,-100.0,0.0,12,1.0,1,0.0,0.0,124.367,0.1,0.1,0.1,0.1,0.6000000000000001,0.3,0.4,0.1
1,0,0.0,0.0,0,0,90.0,0,0,0,3,0,5,7,12,1,0.0,0.0,0.0,-100.0,-100.0,-100.0,-100.0,0.0,0.0,-100.0,2063.78,131570.28,207769.46,-100.0,-0.984,-0.956,0.727,0.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,0.0,12,0.286,3,0.265,0.0,69.8,0.1,0.1,0.1,0.1,0.4,0.9,0.4,0.1
1,0,0.0,0.0,0,0,-100.0,0,5,11,23,11,1,1,1,1,0.0,0.0,0.0,-100.0,-100.0,-100.0,-100.0,0.0,0.0,-100.0,0.0,0.0,0.0,-100.0,-100.0,-100.0,-100.0,0.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,0.0,11,1.0,1,0.0,0.0,5.433,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.1
1,0,0.0,0.0,0,0,90.0,0,0,0,0,0,6,11,16,6,0.0,0.0,4939.48,-100.0,-100.0,-1.0,-1.0,0.0,0.0,-100.0,0.0,6017.7,198802.5,-100.0,-1.0,-1.0,-0.969,0.0,-100.0,0.6679999999999999,1.4980000000000002,0.018,0.086,0.034,0.068,-0.601,-56.263000000000005,-100.0,-100.0,0.0,11,0.7,2,0.4,0.0,98.2,0.1,0.1,0.1,0.1,0.3,0.2,0.4,0.1
1,0,0.0,0.0,0,0,-100.0,0,6,12,24,12,0,0,0,0,0.0,0.0,0.0,-100.0,-100.0,-100.0,-100.0,0.0,0.0,-100.0,0.0,0.0,0.0,-100.0,-100.0,-100.0,-100.0,0.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,0.0,12,1.0,1,0.0,0.0,26.067,0.1,0.1,0.1,0.1,0.1,0.1,0.4,0.1
1,0,0.0,0.0,0,0,90.0,0,0,0,3,0,0,0,0,0,15209.78,21783.7,40332.88,0.342,1.314,0.1169999999999999,0.174,0.0,0.0,-100.0,506992.22,726122.7,1344428.2,0.342,1.314,0.1169999999999999,0.174,0.0,-100.0,4.113,0.217,0.644,-0.988,1.123,2.722,-100.0,-100.0,0.03,0.0,0.0,4,1.0,1,0.0,0.0,29.4,0.9,0.8,0.1,0.1,0.9,0.8,0.4,0.1
1,0,0.0,0.0,0,0,90.0,0,0,0,0,0,3,6,18,3,8679.61,54236.67,54236.67,-100.0,-0.809,-100.0,-100.0,0.0,0.0,-100.0,289320.39,1807888.99,1807888.99,-100.0,-0.809,-100.0,-100.0,0.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,0.0,4,0.5,3,0.374,-100.0,-100.0,0.9,0.1,0.1,0.1,0.9,0.1,0.4,0.1
1,0,0.0,0.0,0,0,90.0,1,0,0,6,0,3,3,3,3,14545.22,15385.62,20353.92,-100.0,16.307000000000002,1.928,2.097,1869.55,0.0,-100.0,484839.98,512853.58,678464.06,-100.0,16.307000000000002,1.928,2.097,7478.18,-100.0,0.0,-100.0,0.0,-100.0,0.0,0.0,-100.0,-100.0,0.03,0.0,0.0,4,1.0,1,0.0,-100.0,-100.0,0.8,0.9,0.9,0.1,0.8,0.9,0.8,0.1
1,0,0.0,0.0,0,0,82.0,0,0,0,6,0,4,5,6,4,0.0,0.0,51527.26,-100.0,-100.0,-1.0,-1.0,0.0,0.0,-100.0,519238.94,1591238.26,2749576.2,-1.0,-0.516,-0.552,0.374,0.0,-100.0,1.028,0.7020000000000001,0.072,-0.001,1.355,3.754,-100.0,2.091,-100.0,-100.0,0.0,12,1.0,1,0.0,0.0,32.833,0.1,0.1,0.1,0.1,0.5,0.9,0.5,0.1
1,0,0.0,0.0,0,0,90.0,0,0,0,0,0,0,6,18,0,2433.15,2433.15,2433.15,0.095,-100.0,-100.0,-100.0,0.0,0.0,-100.0,81105.16,81105.16,81105.16,0.095,-100.0,-100.0,-100.0,0.0,-100.0,2.2840000000000003,0.4379999999999999,0.019,-0.201,0.063,0.125,-100.0,-100.0,0.03,-0.0,0.0,4,1.0,1,0.0,0.0,65.9,0.5,0.1,0.1,0.1,0.4,0.1,0.4,0.1
1,0,0.0,0.0,0,0,90.0,0,0,3,15,3,2,4,4,1,0.0,0.0,0.0,-100.0,-100.0,-100.0,-100.0,0.0,0.0,-100.0,3090000.0,3210000.0,3210000.0,-0.561,24.75,-100.0,-100.0,0.0,-100.0,0.1689999999999999,5.664,0.0,-100.0,0.0,0.0,-100.0,0.0,0.0,-100.0,0.0,12,0.8,2,0.6,0.0,143.5,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
1,0,0.0,0.0,0,0,82.0,0,0,0,3,0,6,9,12,6,0.0,0.0,0.0,-100.0,-100.0,-100.0,-100.0,19502.35,0.0,-100.0,0.0,3068386.06,20446175.36,-100.0,-1.0,-1.0,-0.823,78009.39,-100.0,0.7,1.4240000000000002,0.027,0.015,0.306,0.614,-100.0,3.232,-100.0,-100.0,0.0,12,0.5,5,0.758,0.0,56.467,0.1,0.1,0.9,0.1,0.8,0.2,0.9,0.1
1,0,0.0,0.0,0,0,90.0,0,0,0,3,0,3,9,12,3,1864.08,1864.08,15029.14,-100.0,-100.0,-0.698,-0.858,0.0,0.0,-100.0,62135.92,62135.92,500970.88,-100.0,-100.0,-0.698,-0.858,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.0,0.0,-100.0,-100.0,0.03,-0.0,0.0,4,1.0,1,0.0,0.0,3.267,0.4,0.2,0.1,0.1,0.4,0.2,0.4,0.1
1,0,0.0,0.0,0,0,90.0,0,0,2,14,2,5,9,9,5,0.0,0.0,0.0,-100.0,-100.0,-100.0,-100.0,0.0,0.0,-100.0,4827.58,4827.58,4827.58,-100.0,-100.0,-100.0,-100.0,0.0,-100.0,0.737,1.356,0.0,-100.0,0.0,0.0,-100.0,0.0,0.0,-100.0,0.0,12,0.5,2,0.0,0.0,122.533,0.1,0.1,0.1,0.1,0.3,0.1,0.4,0.1
1,1,2.97,0.357,0,0,88.0,0,0,0,0,0,3,4,4,2,0.0,18010.17,101357.89,-100.0,-1.0,-100.0,-0.784,35975.25,25125.84,0.432,3971556.61,5879529.45,30271458.41,0.5710000000000001,1.082,-0.541,-0.759,244404.32,1.432,0.298,2.798,-0.054,-0.1,0.624,1.515,-0.51,43.341,-100.0,-100.0,0.0,12,0.99,2,0.98,0.0,123.5,0.5,0.4,0.9,0.6000000000000001,0.8,0.3,0.9,0.7000000000000001
1,0,0.0,0.0,0,0,75.0,0,0,6,18,6,3,3,3,3,206.22,206.22,206.22,-100.0,-100.0,-100.0,-100.0,0.0,0.0,-100.0,6873.78,6873.78,6873.78,-100.0,-100.0,-100.0,-100.0,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.0,0.0,-100.0,-100.0,-100.0,-100.0,0.0,3,1.0,1,0.0,-100.0,-100.0,0.6000000000000001,0.1,0.1,0.1,0.6000000000000001,0.1,0.4,0.1
1,3,8.65,0.0,0,0,57.0,4,0,3,15,3,0,0,0,0,18179.72,18473.32,18473.32,18.612,60.92,-100.0,-100.0,0.0,0.0,-100.0,605990.74,615777.14,615777.14,18.612,60.922,-100.0,-100.0,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.0,0.0,-100.0,-100.0,-100.0,-100.0,0.0,4,0.467,3,0.638,0.0,80.467,1.0,0.1,0.1,0.1,1.0,0.1,0.3,0.1
1,0,0.0,0.0,0,0,87.0,4,0,0,0,0,0,0,0,0,8081.8,34269.28,68257.98,-0.15,-0.691,-0.653,0.008,0.0,0.0,-100.0,269393.45,1142309.09,2275265.59,-0.15,-0.691,-0.653,0.008,0.0,-100.0,1.183,0.508,-0.0,-100.0,0.0,0.0,-100.0,-100.0,-100.0,-100.0,0.0,4,0.75,2,0.5,0.0,34.8,1.0,0.8,0.1,0.1,1.0,0.8,0.4,0.1
1,0,0.0,0.0,0,0,85.0,0,0,0,9,0,1,1,1,1,3176526.2,3988712.86,5414306.34,6.334,2.911,1.228,1.798,6196.54,0.0,-100.0,60277143.53,87668981.05,122129337.47,1.405,1.2009999999999998,0.7490000000000001,1.544,24786.16,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,0.001,10,0.7,2,0.401,2.0,17.767,1.0,1.0,0.5,0.1,1.0,1.0,0.5,0.1
1,0,0.0,0.0,0,0,100.0,0,5,11,23,11,0,0,0,0,7536.98,7536.98,7536.98,-100.0,-100.0,-100.0,-100.0,0.0,0.0,-100.0,700129.74,700129.74,700129.74,-100.0,-100.0,-100.0,-100.0,0.0,-100.0,1.574,4.589,-0.0,-100.0,0.0,0.0,-100.0,0.0,-100.0,-100.0,0.0,12,0.36,3,0.157,0.0,122.767,0.7000000000000001,0.1,0.1,0.1,0.6000000000000001,0.1,0.4,0.1
1,0,0.0,0.0,0,0,90.0,0,5,11,23,11,0,0,0,0,55425.7,55425.7,55425.7,-100.0,-100.0,-100.0,-100.0,0.0,0.0,-100.0,728851.98,728851.98,728851.98,-100.0,-100.0,-100.0,-100.0,0.0,-100.0,0.147,1.5730000000000002,0.0,-100.0,0.0,0.0,-100.0,0.0,-100.0,-100.0,0.0,12,0.0,1,0.0,0.0,30.133000000000003,0.6000000000000001,0.1,0.1,0.1,0.4,0.1,0.3,0.1
1,0,0.0,0.0,0,0,87.0,3,3,3,3,3,3,9,21,3,0.0,0.0,0.0,-100.0,-100.0,-100.0,-100.0,0.0,0.0,-100.0,0.0,0.0,0.0,-100.0,-100.0,-100.0,-100.0,0.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,0.0,4,1.0,1,0.0,-100.0,-100.0,0.1,0.1,0.1,0.1,0.1,0.1,0.4,0.1
1,2,2243.94,0.286,3,3,90.0,0,0,0,10,0,1,2,2,1,1166372.93,1387883.03,1665447.09,4.03,4.266,3.202,4.0,25376.16,0.0,-100.0,37039947.36,62642266.34,77039046.54,0.309,0.447,1.5730000000000002,3.3510000000000004,101504.64,-100.0,0.998,1.002,-0.0,-100.0,0.0,0.0,-100.0,0.0,0.062,-100.0,0.001,9,1.0,1,0.0,0.0,79.067,1.0,1.0,0.8,0.1,1.0,1.0,0.7000000000000001,0.1
1,0,0.0,0.0,0,0,85.0,1,0,0,3,0,5,11,20,1,66055.04,66055.04,66055.04,-100.0,-100.0,-100.0,-100.0,0.0,0.0,-100.0,733944.96,733944.96,733944.96,-100.0,-100.0,-100.0,-100.0,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.0,0.0,-100.0,-100.0,-100.0,-100.0,0.0,12,0.8,2,0.6,0.0,87.0,0.5,0.1,0.1,0.1,0.3,0.1,0.3,0.1
1,0,0.0,0.0,0,0,85.0,0,0,0,9,0,0,0,3,0,98216.5,120760.18,120760.18,-0.411,3.357,-100.0,-100.0,0.0,0.0,-100.0,3273883.52,4025339.84,4025339.84,-0.411,3.357,-100.0,-100.0,0.0,-100.0,0.608,0.996,0.0,-100.0,0.0,0.0,-100.0,0.0,-100.0,-100.0,0.0,4,0.0,2,0.6,1.0,26.767,1.0,0.1,0.1,0.1,1.0,0.1,0.3,0.1
1,0,0.0,0.0,0,0,60.0,6,4,10,22,10,1,1,1,1,912.46,912.46,912.46,-100.0,-100.0,-100.0,-100.0,0.0,0.0,-100.0,38461.54,38461.54,38461.54,-100.0,-100.0,-100.0,-100.0,0.0,-100.0,0.972,0.433,0.0,-100.0,0.0,0.0,-100.0,0.0,-100.0,-100.0,0.0,12,0.95,2,0.9,0.0,76.367,0.4,0.1,0.1,0.1,0.2,0.1,0.4,0.1
